word,chars,log_freq,gpt2S_surp,gpt2B_surp,gpt2L_surp,mean_RT
oneself,7,3.55,-35.71445846557617,-36.95595169067383,-36.68733215332031,367.4225352112676
onset,5,3.72,-23.552433013916016,-22.501731872558594,-17.887788772583008,348.7972027972028
onto.,5,4.77,-11.064606666564941,-7.476091384887695,-8.497834205627441,302.6621621621622
"open,",5,5.48,-12.054137229919434,-8.907105445861816,-12.411539077758789,355.53409090909093
organize,8,3.98,-27.811372756958008,-17.947933197021484,-8.158255577087402,323.6575342465753
originally,10,4.69,-36.56879806518555,-25.54395294189453,-2.101404905319214,326.7162162162162
ornament.,9,3.32,-32.841331481933594,-27.945880889892578,-25.099843978881836,390.39130434782606
orphanage,9,3.38,-32.17454147338867,-32.83940887451172,-28.371843338012695,372.272
"orphanage,",10,3.38,-32.79680252075195,-34.06317138671875,-30.09464454650879,337.86021505376345
orphans.,8,3.48,-24.001182556152344,-22.88605499267578,-15.976062774658203,370.5806451612903
"other,",6,6.16,-12.004749298095703,-9.202154159545898,-9.956564903259277,356.63483146067415
"other,'",7,6.16,-30.06097984313965,-26.448331832885742,-25.69236183166504,343.54545454545456
others,6,5.42,-14.758414268493652,-14.241893768310547,-5.640573978424072,318.9477124183006
"others,",7,5.42,-16.90544891357422,-15.233606338500977,-9.661168098449707,321.0642857142857
others.,7,5.42,-16.655614852905273,-15.940744400024414,-9.725478172302246,376.0340425531915
otherwise,9,4.88,-28.35514259338379,-25.59687042236328,-10.693235397338867,348.3333333333333
out!',5,6.38,-34.8734016418457,-31.942665100097656,-29.70076560974121,334.14285714285717
"out,",4,6.38,-12.017600059509277,-8.35307502746582,-8.958955764770508,338.62900505902195
out.,4,6.38,-11.61424732208252,-8.039036750793457,-8.752285957336426,319.4470588235294
out?,4,6.38,-19.82953643798828,-17.543140411376953,-17.36931800842285,310.1219512195122
"outside,",8,5.25,-11.732647895812988,-8.089906692504883,-9.750700950622559,322.032967032967
outwit,6,2.48,-31.398624420166016,-30.87358856201172,-27.728076934814453,331.85057471264366
outwitted,9,2.25,-34.11815643310547,-28.896512985229492,-22.125391006469727,382.5057471264368
"over,",5,6.08,-12.945571899414062,-9.451422691345215,-9.349053382873535,306.94520547945206
over.,5,6.08,-12.20450496673584,-9.595635414123535,-9.227627754211426,316.64835164835165
overcoming,10,3.55,-29.240081787109375,-28.16522216796875,-21.134056091308594,339.2043010752688
overlooked,10,3.82,-27.46721649169922,-32.156253814697266,-15.977178573608398,339.68674698795184
oversized,9,3.4,-32.18485641479492,-26.704965591430664,-25.029644012451172,381.0933333333333
overturning,11,2.84,-38.075645446777344,-31.197978973388672,-25.26258087158203,376.8863636363636
owl's,5,2.31,-20.177587509155273,-13.315216064453125,-12.882345199584961,300.17045454545456
"owl,",4,3.87,-12.380136489868164,-8.343355178833008,-7.527068138122559,366.95454545454544
own.,4,5.74,-11.845147132873535,-8.931281089782715,-8.685786247253418,377.458064516129
owners.,7,4.65,-11.582111358642578,-8.379444122314453,-9.497568130493164,480.58620689655174
paid.,5,5.12,-11.532143592834473,-9.66139030456543,-10.49454402923584,339.8666666666667
pajama,6,2.81,-30.858808517456055,-22.636333465576172,-19.597043991088867,403.5
pale,4,4.08,-27.999372482299805,-24.33025360107422,-20.830360412597656,313.4945054945055
panicked,8,3.4,-37.91095733642578,-31.474620819091797,-28.045520782470703,344.15584415584414
"pants,",6,4.48,-10.844208717346191,-7.396145343780518,-6.2419209480285645,318.0978260869565
"papers,",7,4.61,-11.520051002502441,-7.7408576011657715,-7.981262683868408,332.9512195121951
"parents,",8,5.21,-11.429323196411133,-7.58729887008667,-7.483827590942383,365.958904109589
parliamentary,13,4.18,-36.1683235168457,-26.901165008544922,-10.97872257232666,386.4864864864865
"part,",5,5.78,-12.156291961669922,-9.150803565979004,-12.25158405303955,313.5945945945946
participate,11,4.42,-24.443279266357422,-14.487517356872559,-7.811125755310059,323.52054794520546
"particular,",11,5.0,-35.95855712890625,-29.899497985839844,-15.129697799682617,302.5774647887324
parties,7,4.89,-26.94870376586914,-20.7454833984375,-12.225869178771973,301.4805194805195
passenger,9,4.38,-39.22368240356445,-29.600046157836914,-15.057626724243164,380.60526315789474
"past,",5,5.36,-11.799812316894531,-8.936871528625488,-10.41227912902832,367.5824175824176
patchy,6,2.93,-21.50004005432129,-19.916271209716797,-15.11355209350586,311.5164835164835
patients,8,4.91,-37.696163177490234,-23.254959106445312,-7.582529067993164,368.521327014218
patted,6,2.8,-35.48216247558594,-28.45079231262207,-25.979907989501953,312.3191489361702
patter,6,2.77,-34.78810119628906,-25.86138916015625,-24.66675567626953,309.64835164835165
patterns,8,4.41,-14.942540168762207,-14.444482803344727,-6.489805221557617,353.8169014084507
peaceful,8,4.28,-27.223058700561523,-22.676979064941406,-6.569461822509766,336.86046511627904
peaceful.,9,4.28,-26.311006546020508,-26.254453659057617,-14.108779907226562,314.97802197802196
peacefully.,11,3.63,-29.829315185546875,-28.084083557128906,-14.652840614318848,330.94444444444446
peaked,6,3.5,-37.757781982421875,-29.183666229248047,-18.533771514892578,359.35555555555555
peaks,5,3.87,-34.587677001953125,-26.174217224121094,-15.164687156677246,334.3783783783784
pebbles,7,3.17,-33.359981536865234,-21.518835067749023,-14.646683692932129,290.1975308641975
peeped,6,2.41,-31.36229705810547,-28.078107833862305,-21.171077728271484,359.20454545454544
peered,6,2.66,-33.06339645385742,-26.232351303100586,-19.779870986938477,349.1341463414634
peering,7,2.99,-31.783483505249023,-24.760019302368164,-17.821760177612305,293.875
penny.,6,4.07,-29.168916702270508,-25.40900230407715,-20.867406845092773,377.0989010989011
perfectly,9,4.61,-23.33965492248535,-17.74531364440918,-6.634773254394531,366.0740740740741
perform,7,4.66,-27.81576919555664,-24.663145065307617,-12.190096855163574,315.5246913580247
performer.,10,3.8,-25.332305908203125,-27.12312126159668,-30.07960319519043,357.36986301369865
perpetrated.,12,3.25,-38.472164154052734,-30.461748123168945,-23.197877883911133,402.9154929577465
person.,7,5.55,-11.746133804321289,-8.590539932250977,-9.212786674499512,325.15492957746477
"personality,",12,4.55,-30.31551170349121,-26.27276611328125,-15.346717834472656,387.0842105263158
personnel,9,4.56,-39.87678146362305,-32.78402328491211,-24.094160079956055,348.5405405405405
"personnel,",10,4.56,-36.0205192565918,-30.33201789855957,-24.019655227661133,367.4551724137931
"petals,",7,3.46,-25.192834854125977,-20.818668365478516,-14.348663330078125,354.2857142857143
"phase,",6,4.64,-11.982484817504883,-7.987911701202393,-8.650406837463379,339.36486486486484
phenomenon,10,4.13,-29.127052307128906,-22.19468879699707,-8.7393159866333,339.3333333333333
"phenomenon,",11,4.13,-30.176631927490234,-25.628746032714844,-12.334306716918945,352.1081081081081
phrases,7,3.89,-34.21572494506836,-22.29388427734375,-11.348650932312012,366.50704225352115
phrases.,8,3.89,-33.939369201660156,-23.852785110473633,-15.78759479522705,352.7083333333333
physicians,10,4.04,-39.06671905517578,-27.66863250732422,-18.57815170288086,352.7027027027027
physicist,9,3.42,-41.15592575073242,-30.126911163330078,-11.749626159667969,373.93243243243245
pink,4,4.52,-27.70000648498535,-23.794174194335938,-19.06195068359375,375.15384615384613
pioneering,10,3.54,-44.4952392578125,-27.294837951660156,-21.670124053955078,393.5890410958904
"piping,",7,3.42,-36.31793212890625,-28.04450798034668,-23.634973526000977,488.95454545454544
pitch,5,4.43,-29.883432388305664,-25.020946502685547,-18.046934127807617,330.34705882352944
pity,4,3.98,-30.512662887573242,-24.319873809814453,-23.512788772583008,303.2111111111111
"place,",6,5.71,-11.918760299682617,-8.673776626586914,-9.741100311279297,329.0207468879668
place.,6,5.71,-11.62297248840332,-8.795475006103516,-8.286330223083496,374.0405405405405
planted,7,4.04,-35.62781524658203,-23.340486526489258,-13.1089506149292,306.2625
plausibility,12,2.55,-37.08217239379883,-27.463560104370117,-18.668155670166016,328.63380281690144
"play,",5,5.61,-12.068374633789062,-9.184423446655273,-9.157500267028809,371.24175824175825
play.,5,5.61,-11.421791076660156,-8.834151268005371,-8.237146377563477,367.5652173913044
pleased,7,4.44,-35.14382553100586,-29.797069549560547,-14.580543518066406,341.2403100775194
plummeted.,10,2.91,-47.21434783935547,-37.32130432128906,-30.341949462890625,361.52564102564105
plunged,7,3.4,-34.032630920410156,-24.41220474243164,-18.75615692138672,345.7307692307692
polished,8,3.76,-35.94316482543945,-26.25229835510254,-11.05705451965332,371.65934065934067
"poll,",5,4.35,-12.568594932556152,-9.016824722290039,-11.808389663696289,389.027397260274
"polls,",6,4.1,-16.012468338012695,-15.397485733032227,-12.97550106048584,384.2054794520548
pond,4,3.98,-30.40927505493164,-24.027013778686523,-20.27198028564453,329.11556603773585
"pond,",5,3.98,-30.2499942779541,-24.35284423828125,-21.317394256591797,310.96590909090907
popular.,8,5.07,-11.684259414672852,-10.225257873535156,-11.169541358947754,350.47435897435895
"popularity,",11,4.24,-35.499691009521484,-29.88591766357422,-14.950669288635254,388.9078947368421
popularity.,11,4.24,-33.62102127075195,-29.347192764282227,-14.84372615814209,393.8076923076923
popularized,11,2.97,-29.88261604309082,-24.33323860168457,-11.59139633178711,341.8051948051948
possession,10,4.38,-41.05918884277344,-31.247543334960938,-20.55584716796875,328.5064102564103
possible,8,5.36,-38.106361389160156,-27.542041778564453,-15.295289039611816,320.66906474820144
pouch,5,3.43,-30.998794555664062,-27.134567260742188,-22.617048263549805,318.8941176470588
"powder,",7,4.25,-11.30881404876709,-7.996578693389893,-6.5748610496521,339.13978494623655
practically,11,4.19,-31.135534286499023,-19.112003326416016,-3.4402034282684326,340.438202247191
"precede,",8,2.86,-34.99449920654297,-27.422183990478516,-21.36317253112793,510.0833333333333
predicted.,10,4.12,-34.30906295776367,-26.924488067626953,-12.022945404052734,404.23809523809524
predisposition,14,2.82,-32.40732192993164,-16.863059997558594,-19.10127830505371,350.34285714285716
preferred,9,4.35,-33.49411392211914,-25.92772102355957,-9.76841926574707,337.8292682926829
prefixed,8,2.55,-32.450870513916016,-29.40768814086914,-24.822908401489258,375.8076923076923
preparing,9,4.33,-32.6434440612793,-22.362436294555664,-8.930900573730469,364.96385542168673
presence,8,4.73,-27.959672927856445,-21.045848846435547,-11.840560913085938,319.4246575342466
presentation,12,4.31,-26.970962524414062,-22.438312530517578,-5.896801471710205,328.6056338028169
pretending,10,4.06,-28.383811950683594,-22.60684585571289,-11.651248931884766,338.4130434782609
prices,6,4.88,-32.278499603271484,-25.218944549560547,-13.713732719421387,329.1360103626943
"prices,",7,4.88,-28.922637939453125,-23.595441818237305,-16.696510314941406,368.35897435897436
prices.,7,4.88,-26.87377166748047,-23.772794723510742,-15.316707611083984,351.4736842105263
pride,5,4.49,-26.13056755065918,-21.220020294189453,-12.050851821899414,284.0
prize,5,4.59,-29.916263580322266,-23.364559173583984,-12.721588134765625,312.919881305638
pro-UFO,7,3.47,-32.82051086425781,-27.74799156188965,-27.78714370727539,446.36764705882354
problem.,8,5.4,-11.000020027160645,-7.493266582489014,-7.947507858276367,331.8705882352941
problems,8,5.19,-37.36675262451172,-28.487682342529297,-8.781071662902832,337.96215139442234
proclamation,12,3.44,-37.3082275390625,-31.03032875061035,-21.268798828125,365.70588235294116
profit.,7,4.7,-11.326765060424805,-9.27481460571289,-11.11595344543457,371.0769230769231
profusion,9,2.52,-36.35309982299805,-25.111982345581055,-18.480321884155273,353.7974683544304
programs,8,4.9,-14.826272010803223,-14.253463745117188,-5.266106605529785,373.07142857142856
progressive,11,4.34,-34.78361129760742,-28.4445743560791,-9.518414497375488,356.5890410958904
prominent,9,4.33,-37.5643196105957,-26.75904083251953,-8.173867225646973,386.2464788732394
promised,8,4.49,-30.31825065612793,-20.69318962097168,-7.121906280517578,323.9864864864865
promised.',10,4.49,-41.64319610595703,-33.82847595214844,-22.064401626586914,326.29761904761904
"proof,",6,4.7,-11.298811912536621,-8.331762313842773,-8.218714714050293,351.51428571428573
propagated,10,3.0,-37.391944885253906,-19.63690948486328,-13.688921928405762,392.7894736842105
proponents,10,3.44,-36.02939987182617,-25.46990966796875,-11.269580841064453,424.0827586206897
proposed,8,4.71,-35.7856559753418,-22.54718017578125,-11.00329303741455,331.85526315789474
proud,5,4.78,-38.280357360839844,-31.6112117767334,-22.492156982421875,293.46666666666664
prove,5,4.77,-25.196941375732422,-23.23326301574707,-12.25806713104248,300.7469879518072
psychiatric,11,3.87,-37.257083892822266,-25.18234634399414,-6.501206874847412,349.60869565217394
psychological,13,4.27,-32.200496673583984,-19.363807678222656,-3.0623960494995117,379.07042253521126
publicity,9,4.0,-28.83720588684082,-22.237350463867188,-12.892362594604492,327.0
publicized,10,3.21,-30.485443115234375,-22.62939453125,-18.289125442504883,354.56164383561645
publicized.,11,3.21,-27.868940353393555,-23.60773277282715,-21.308801651000977,345.8611111111111
publishing,10,4.37,-37.47518539428711,-28.272945404052734,-5.38084602355957,317.2631578947368
puddle.,7,3.26,-32.74461364746094,-27.495155334472656,-20.653629302978516,356.03333333333336
pulled,6,4.67,-20.78739356994629,-16.80873680114746,-5.075723171234131,381.5923566878981
pulling,7,4.35,-21.11432456970215,-14.964141845703125,-5.910109996795654,360.18666666666667
punching,8,3.67,-27.400272369384766,-24.55462074279785,-16.26314926147461,344.3380281690141
punish,6,3.95,-26.809492111206055,-19.665449142456055,-8.652814865112305,290.0919540229885
purchase,8,4.71,-40.83808517456055,-32.2144660949707,-19.49664878845215,313.541935483871
purchases,9,4.11,-32.849124908447266,-27.137584686279297,-20.36050796508789,415.31168831168833
purchasing,10,4.06,-32.383766174316406,-25.731325149536133,-21.340118408203125,370.57142857142856
purple,6,4.32,-29.636754989624023,-26.02504539489746,-8.957831382751465,355.52564102564105
"purposeful,",11,3.07,-25.822952270507812,-25.09812355041504,-14.860882759094238,369.42857142857144
pursuing,8,3.96,-40.930198669433594,-27.807964324951172,-20.73073387145996,394.4431818181818
puzzling,8,3.13,-37.020973205566406,-26.813817977905273,-20.97572135925293,375.2068965517241
"question,",9,5.35,-11.778576850891113,-7.864811897277832,-11.555262565612793,324.59154929577466
question.,9,5.35,-11.5791654586792,-8.143402099609375,-9.87249755859375,376.84507042253523
questioned,10,4.02,-41.4680290222168,-29.0502872467041,-7.813579082489014,320.1764705882353
quick-witted,12,2.86,-36.54939270019531,-27.09844207763672,-17.99746322631836,372.9166666666667
quickly,7,5.0,-23.352073669433594,-16.95819854736328,-4.652630805969238,311.71604938271605
"quits,",6,3.39,-23.877647399902344,-21.962867736816406,-17.042943954467773,278.2682926829268
raindrops,9,2.75,-35.88198471069336,-34.49903106689453,-28.64194679260254,324.6060606060606
"raining',",9,3.72,-26.731613159179688,-26.61623764038086,-23.305156707763672,344.53846153846155
ran.,4,4.87,-12.207254409790039,-9.922562599182129,-10.922466278076172,386.1868131868132
ranks,5,4.23,-33.085784912109375,-26.46522331237793,-22.07198715209961,327.0135135135135
rapidly,7,4.34,-24.911422729492188,-21.08505630493164,-15.66491985321045,343.9493670886076
rate.,5,5.14,-11.872133255004883,-8.951457023620605,-8.410629272460938,417.0
ravaging,8,2.49,-32.17692565917969,-25.962583541870117,-24.233640670776367,359.86046511627904
re-sell,7,4.79,-31.138324737548828,-22.745458602905273,-24.77605628967285,328.15584415584414
reached,7,4.85,-37.5931396484375,-26.430763244628906,-20.38849639892578,371.1575757575758
realization,11,3.72,-31.853761672973633,-23.956581115722656,-12.558343887329102,330.987012987013
realized,8,4.59,-30.60203742980957,-22.892175674438477,-13.474675178527832,320.3736263736264
realizing,9,3.97,-35.187232971191406,-24.803367614746094,-15.433347702026367,326.1666666666667
really.,7,5.97,-12.083250045776367,-9.964737892150879,-10.83984088897705,365.45652173913044
reasons,7,4.93,-34.391719818115234,-29.795459747314453,-19.84380340576172,327.56164383561645
receiving,9,4.59,-33.23075866699219,-18.437671661376953,-13.280134201049805,380.61842105263156
recently,8,5.02,-22.054489135742188,-15.737807273864746,-0.24884693324565887,406.97435897435895
recounted,9,3.2,-33.8164176940918,-23.70947265625,-14.25593090057373,350.25
recovered,9,4.25,-38.89201354980469,-27.625429153442383,-12.742576599121094,345.52607709750566
